# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  605       2.879763252602e-10       2.822242861132e-12       4.068753055045e-12       0.000000000000e+00       3.924447478467e-14       2.561346148049e-15      -4.698897648077e-16 
  606       2.867370524536e-10       2.863659152244e-12       4.024572824055e-12       0.000000000000e+00       3.900972379300e-14       2.595117137196e-15      -4.762324390702e-16 
  607       2.854993856327e-10       2.905148342464e-12       3.976004240849e-12       0.000000000000e+00       3.877676244594e-14       2.629083140242e-15      -4.824753670551e-16 
  608       2.842640098522e-10       2.946693226019e-12       3.923051319394e-12       0.000000000000e+00       3.854557295769e-14       2.663237779031e-15      -4.886175607649e-16 
  609       2.830316182370e-10       2.988276378907e-12       3.865718531966e-12       0.000000000000e+00       3.831613699827e-14       2.697574584683e-15      -4.946580312380e-16 
  610       2.818029120126e-10       3.029880158022e-12       3.804010811573e-12       0.000000000000e+00       3.808843569078e-14       2.732086997223e-15      -5.005957885624e-16 
  611       2.805786005373e-10       3.071486700281e-12       3.737933554367e-12       0.000000000000e+00       3.786244960861e-14       2.766768365206e-15      -5.064298418898e-16 
  612       2.793594013324e-10       3.113077921746e-12       3.667492622072e-12       0.000000000000e+00       3.763815877269e-14       2.801611945341e-15      -5.121591994492e-16 
  613       2.781460401142e-10       3.154635516750e-12       3.592694344395e-12       0.000000000000e+00       3.741554264873e-14       2.836610902121e-15      -5.177828685611e-16 
  614       2.769392508245e-10       3.196140957023e-12       3.513545521452e-12       0.000000000000e+00       3.719458014443e-14       2.871758307445e-15      -5.232998556513e-16 
  615       2.757397756623e-10       3.237575490815e-12       3.430053426184e-12       0.000000000000e+00       3.697524960674e-14       2.907047140242e-15      -5.287091662650e-16 
  616       2.745483651148e-10       3.278920142020e-12       3.342225806778e-12       0.000000000000e+00       3.675752881909e-14       2.942470286104e-15      -5.340098050803e-16 
  617       2.733657779887e-10       3.320155709304e-12       3.250070889083e-12       0.000000000000e+00       3.654139499862e-14       2.978020536905e-15      -5.392007759224e-16 
  618       2.721927814412e-10       3.361262765227e-12       3.153597379033e-12       0.000000000000e+00       3.632682479340e-14       3.013690590428e-15      -5.442810817778e-16 
  619       2.710301510111e-10       3.402221655367e-12       3.052814465067e-12       0.000000000000e+00       3.611379427969e-14       3.049473049993e-15      -5.492497248076e-16 
  620       2.698786706506e-10       3.443012497449e-12       2.947731820544e-12       0.000000000000e+00       3.590227895917e-14       3.085360424080e-15      -5.541057063619e-16 
  621       2.687391327558e-10       3.483615180465e-12       2.838359606164e-12       0.000000000000e+00       3.569225375617e-14       3.121345125958e-15      -5.588480269934e-16 
  622       2.676122579619e-10       3.524010848516e-12       2.724715918952e-12       0.000000000000e+00       3.548369665720e-14       3.157418569231e-15      -5.634760081240e-16 
  623       2.664984524010e-10       3.564186392273e-12       2.606849325903e-12       0.000000000000e+00       3.527659972891e-14       3.193568431984e-15      -5.679902652901e-16 
  624       2.653980448198e-10       3.604130060999e-12       2.484816862978e-12       0.000000000000e+00       3.507095835275e-14       3.229781327810e-15      -5.723917577234e-16 
  625       2.643113663072e-10       3.643829986948e-12       2.358676641039e-12       0.000000000000e+00       3.486676760445e-14       3.266043703433e-15      -5.766814688753e-16 
  626       2.632387503005e-10       3.683274184941e-12       2.228487850574e-12       0.000000000000e+00       3.466402225234e-14       3.302341838052e-15      -5.808604065309e-16 
  627       2.621805325924e-10       3.722450551961e-12       2.094310766427e-12       0.000000000000e+00       3.446271675570e-14       3.338661842687e-15      -5.849296029223e-16 
  628       2.611370513365e-10       3.761346866729e-12       1.956206752516e-12       0.000000000000e+00       3.426284526317e-14       3.374989659527e-15      -5.888901148419e-16 
  629       2.601086470543e-10       3.799950789292e-12       1.814238266563e-12       0.000000000000e+00       3.406440161108e-14       3.411311061272e-15      -5.927430237562e-16 
  630       2.590956626413e-10       3.838249860610e-12       1.668468864819e-12       0.000000000000e+00       3.386737932182e-14       3.447611650482e-15      -5.964894359193e-16 
  631       2.580984433733e-10       3.876231502135e-12       1.518963206789e-12       0.000000000000e+00       3.367177160220e-14       3.483876858920e-15      -6.001304824862e-16 
  632       2.571173369129e-10       3.913883015400e-12       1.365787059955e-12       0.000000000000e+00       3.347757134180e-14       3.520091946901e-15      -6.036673196267e-16 
  633       2.561526933156e-10       3.951191581601e-12       1.209007304506e-12       0.000000000000e+00       3.328477111139e-14       3.556242002635e-15      -6.071011286387e-16 
  634       2.552048650363e-10       3.988144261183e-12       1.048691938060e-12       0.000000000000e+00       3.309336316120e-14       3.592311941572e-15      -6.104331160615e-16 
  635       2.542742069359e-10       4.024727993424e-12       8.849100803886e-13       0.000000000000e+00       3.290333941937e-14       3.628286505753e-15      -6.136645137897e-16 
  636       2.533610762870e-10       4.060929596019e-12       7.177319781451e-13       0.000000000000e+00       3.271469149025e-14       3.664150263149e-15      -6.167965791868e-16 
  637       2.524658327810e-10       4.096735764667e-12       5.472290095883e-13       0.000000000000e+00       3.252741065281e-14       3.699887607011e-15      -6.198305951982e-16 
  638       2.515888385338e-10       4.132133072651e-12       3.734736893081e-13       0.000000000000e+00       3.234148785897e-14       3.735482755215e-15      -6.227678704651e-16 
  639       2.507304580925e-10       4.167107970425e-12       1.965396729507e-13       0.000000000000e+00       3.215691373197e-14       3.770919749607e-15      -6.256097394381e-16 
  640       2.498910584417e-10       4.201646785202e-12       1.650176194405e-14       0.000000000000e+00       3.197367856474e-14       3.806182455348e-15      -6.283575624906e-16 
  641       2.490710090098e-10       4.235735720531e-12      -1.665640917767e-13       0.000000000000e+00       3.179177231827e-14       3.841254560264e-15      -6.310127260321e-16 
  642       2.482706816754e-10       4.269360855888e-12      -3.525807810441e-13       0.000000000000e+00       3.161118461993e-14       3.876119574184e-15      -6.335766426220e-16 
  643       2.474904507734e-10       4.302508146259e-12      -5.414700387329e-13       0.000000000000e+00       3.143190476190e-14       3.910760828295e-15      -6.360507510832e-16 
  644       2.467306931019e-10       4.335163421720e-12      -7.331524330348e-13       0.000000000000e+00       3.125392169947e-14       3.945161474480e-15      -6.384365166154e-16 
  645       2.459917879279e-10       4.367312387030e-12      -9.275473627330e-13       0.000000000000e+00       3.107722404945e-14       3.979304484667e-15      -6.407354309086e-16 
  646       2.452741169940e-10       4.398940621206e-12      -1.124573052477e-12       0.000000000000e+00       3.090180008850e-14       4.013172650176e-15      -6.429490122569e-16 
  647       2.445780645247e-10       4.430033577117e-12      -1.324146548057e-12       0.000000000000e+00       3.072763775150e-14       4.046748581063e-15      -6.450788056719e-16 
  648       2.439040172327e-10       4.460576581060e-12      -1.526183711679e-12       0.000000000000e+00       3.055472462992e-14       4.080014705464e-15      -6.471263829958e-16 
  649       2.432523643254e-10       4.490554832351e-12      -1.730599217239e-12       0.000000000000e+00       3.038304797020e-14       4.112953268945e-15      -6.490933430158e-16 
  650       2.426234975110e-10       4.519953402904e-12      -1.937306545599e-12       0.000000000000e+00       3.021259467207e-14       4.145546333845e-15      -6.509813115768e-16 
  651       2.420178110050e-10       4.548757236822e-12      -2.146217979858e-12       0.000000000000e+00       3.004335128694e-14       4.177775778622e-15      -6.527919416954e-16 
  652       2.414357015365e-10       4.576951149974e-12      -2.357244600632e-12       0.000000000000e+00       2.987530401625e-14       4.209623297199e-15      -6.545269136731e-16 
  653       2.408775683544e-10       4.604519829586e-12      -2.570296281324e-12       0.000000000000e+00       2.970843870986e-14       4.241070398310e-15      -6.561879352103e-16 
  654       2.403438132343e-10       4.631447833824e-12      -2.785281683401e-12       0.000000000000e+00       2.954274086437e-14       4.272098404845e-15      -6.577767415193e-16 
  655       2.398348404840e-10       4.657719591373e-12      -3.002108251670e-12       0.000000000000e+00       2.937819562154e-14       4.302688453196e-15      -6.592950954381e-16 
  656       2.393510569506e-10       4.683319401030e-12      -3.220682209547e-12       0.000000000000e+00       2.921478776657e-14       4.332821492604e-15      -6.607447875438e-16 
  657       2.388928720263e-10       4.708231431284e-12      -3.440908554339e-12       0.000000000000e+00       2.905250172656e-14       4.362478284503e-15      -6.621276362664e-16 
  658       2.384606976552e-10       4.732439719900e-12      -3.662691052515e-12       0.000000000000e+00       2.889132156878e-14       4.391639401866e-15      -6.634454880019e-16 
  659       2.380549483392e-10       4.755928173504e-12      -3.885932234977e-12       0.000000000000e+00       2.873123099912e-14       4.420285228552e-15      -6.647002172263e-16 
  660       2.376760411449e-10       4.778680567170e-12      -4.110533392344e-12       0.000000000000e+00       2.857221336036e-14       4.448395958651e-15      -6.658937266086e-16 
  661       2.373243158898e-10       4.800682804423e-12      -4.336397806253e-12       0.000000000000e+00       2.841425397229e-14       4.475956009486e-15      -6.670274916895e-16 
  662       2.369997937590e-10       4.821929752808e-12      -4.563440531076e-12       0.000000000000e+00       2.825734721165e-14       4.502967368765e-15      -6.681011836645e-16 
  663       2.367024133783e-10       4.842418558237e-12      -4.791578818564e-12       0.000000000000e+00       2.810148958505e-14       4.529436540465e-15      -6.691140164553e-16 
  664       2.364321101364e-10       4.862146398418e-12      -5.020728897513e-12       0.000000000000e+00       2.794667740042e-14       4.555370158378e-15      -6.700651993833e-16 
  665       2.361888161693e-10       4.881110483064e-12      -5.250805969926e-12       0.000000000000e+00       2.779290676606e-14       4.580774986668e-15      -6.709539371590e-16 
  666       2.359724603449e-10       4.899308054092e-12      -5.481724207174e-12       0.000000000000e+00       2.764017358957e-14       4.605657920430e-15      -6.717794298700e-16 
  667       2.357829682470e-10       4.916736385832e-12      -5.713396746161e-12       0.000000000000e+00       2.748847357693e-14       4.630025986240e-15      -6.725408729696e-16 
  668       2.356202621604e-10       4.933392785228e-12      -5.945735685480e-12       0.000000000000e+00       2.733780223144e-14       4.653886342715e-15      -6.732374572662e-16 
  669       2.354842610547e-10       4.949274592042e-12      -6.178652081582e-12       0.000000000000e+00       2.718815485280e-14       4.677246281070e-15      -6.738683689109e-16 
  670       2.353748805693e-10       4.964379179065e-12      -6.412055944934e-12       0.000000000000e+00       2.703952653605e-14       4.700113225673e-15      -6.744327893870e-16 
  671       2.352920329975e-10       4.978703952311e-12      -6.645856236184e-12       0.000000000000e+00       2.689191217057e-14       4.722494734599e-15      -6.749298954981e-16 
  672       2.352356272712e-10       4.992246351231e-12      -6.879960862319e-12       0.000000000000e+00       2.674530643917e-14       4.744398500189e-15      -6.753588593567e-16 
  673       2.352055689453e-10       5.005003848911e-12      -7.114276672830e-12       0.000000000000e+00       2.659970381699e-14       4.765832349604e-15      -6.757188483734e-16 
  674       2.352017601818e-10       5.016973952280e-12      -7.348709455875e-12       0.000000000000e+00       2.645509857056e-14       4.786804245385e-15      -6.760090252448e-16 
  675       2.352240997348e-10       5.028154202313e-12      -7.583163934437e-12       0.000000000000e+00       2.631148475682e-14       4.807322286003e-15      -6.762285479428e-16 
  676       2.352724829348e-10       5.038542174234e-12      -7.817543762491e-12       0.000000000000e+00       2.616885622207e-14       4.827394706420e-15      -6.763765697025e-16 
  677       2.353468016728e-10       5.048135477725e-12      -8.051751521164e-12       0.000000000000e+00       2.602720660102e-14       4.847029878644e-15      -6.764522390115e-16 
  678       2.354469443852e-10       5.056931757124e-12      -8.285688714894e-12       0.000000000000e+00       2.588652931579e-14       4.866236312283e-15      -6.764546995982e-16 
  679       2.355727960380e-10       5.064928691636e-12      -8.519255767598e-12       0.000000000000e+00       2.574681757488e-14       4.885022655105e-15      -6.763830904205e-16 
  680       2.357242381115e-10       5.072123995532e-12      -8.752352018829e-12       0.000000000000e+00       2.560806437223e-14       4.903397693589e-15      -6.762365456544e-16 
  681       2.359011485843e-10       5.078515418357e-12      -8.984875719943e-12       0.000000000000e+00       2.547026248618e-14       4.921370353487e-15      -6.760141946826e-16 
  682       2.361034019183e-10       5.084100745131e-12      -9.216724030254e-12       0.000000000000e+00       2.533340447848e-14       4.938949700376e-15      -6.757151620831e-16 
  683       2.363308690428e-10       5.088877796557e-12      -9.447793013205e-12       0.000000000000e+00       2.519748269332e-14       4.956144940214e-15      -6.753385676182e-16 
  684       2.365834173391e-10       5.092844429224e-12      -9.677977632522e-12       0.000000000000e+00       2.506248925631e-14       4.972965419899e-15      -6.748835262224e-16 
  685       2.368609106248e-10       5.095998535812e-12      -9.907171748381e-12       0.000000000000e+00       2.492841607351e-14       4.989420627822e-15      -6.743491479917e-16 
  686       2.371632091387e-10       5.098338045293e-12      -1.013526811357e-11       0.000000000000e+00       2.479525483040e-14       5.005520194427e-15      -6.737345381721e-16 
  687       2.374901695245e-10       5.099860923139e-12      -1.036215836964e-11       0.000000000000e+00       2.466299699091e-14       5.021273892762e-15      -6.730387971478e-16 
  688       2.378416448159e-10       5.100565171529e-12      -1.058773304310e-11       0.000000000000e+00       2.453163379642e-14       5.036691639039e-15      -6.722610204303e-16 
  689       2.382174844209e-10       5.100448829544e-12      -1.081188154153e-11       0.000000000000e+00       2.440115626477e-14       5.051783493190e-15      -6.714002986470e-16 
  690       2.386175341060e-10       5.099509973382e-12      -1.103449214978e-11       0.000000000000e+00       2.427155518925e-14       5.066559659420e-15      -6.704557175294e-16 
  691       2.390416359812e-10       5.097746716555e-12      -1.125545202613e-11       0.000000000000e+00       2.414282113761e-14       5.081030486766e-15      -6.694263579023e-16 
  692       2.394896284836e-10       5.095157210098e-12      -1.147464719843e-11       0.000000000000e+00       2.401494445107e-14       5.095206469653e-15      -6.683112956720e-16 
  693       2.399613463629e-10       5.091739642771e-12      -1.169196256027e-11       0.000000000000e+00       2.388791524333e-14       5.109098248449e-15      -6.671096018151e-16 
  694       2.404566206649e-10       5.087492241262e-12      -1.190728186717e-11       0.000000000000e+00       2.376172339957e-14       5.122716610021e-15      -6.658203423672e-16 
  695       2.409752787167e-10       5.082413270396e-12      -1.212048773270e-11       0.000000000000e+00       2.363635857542e-14       5.136072488292e-15      -6.644425784112e-16 
  696       2.415171441105e-10       5.076501033337e-12      -1.233146162467e-11       0.000000000000e+00       2.351181019605e-14       5.149176964797e-15      -6.629753660664e-16 
  697       2.420820366886e-10       5.069753871788e-12      -1.254008386128e-11       0.000000000000e+00       2.338806745508e-14       5.162041269239e-15      -6.614177564768e-16 
  698       2.426697725278e-10       5.062170166205e-12      -1.274623360729e-11       0.000000000000e+00       2.326511931364e-14       5.174676780044e-15      -6.597687957999e-16 
  699       2.432801639233e-10       5.053748335992e-12      -1.294978887018e-11       0.000000000000e+00       2.314295449937e-14       5.187095024919e-15      -6.580275251951e-16 
  700       2.439129879353e-10       5.044488481513e-12      -1.315063818857e-11       0.000000000000e+00       2.302156304271e-14       5.199305164535e-15      -6.561933901805e-16 
  701       2.445678913388e-10       5.034397347220e-12      -1.334871597250e-11       0.000000000000e+00       2.290094092306e-14       5.211306384938e-15      -6.542674780820e-16 
  702       2.452444836629e-10       5.023483462311e-12      -1.354396789169e-11       0.000000000000e+00       2.278108551742e-14       5.223095347770e-15      -6.522513063379e-16 
  703       2.459423684265e-10       5.011755508896e-12      -1.373633924900e-11       0.000000000000e+00       2.266199407128e-14       5.234668692730e-15      -6.501464155544e-16 
  704       2.466611431157e-10       4.999222322606e-12      -1.392577497944e-11       0.000000000000e+00       2.254366369795e-14       5.246023037515e-15      -6.479543695938e-16 
  705       2.474003991600e-10       4.985892893192e-12      -1.411221964919e-11       0.000000000000e+00       2.242609137799e-14       5.257154977761e-15      -6.456767556639e-16 
  706       2.481597219094e-10       4.971776365139e-12      -1.429561745460e-11       0.000000000000e+00       2.230927395854e-14       5.268061086983e-15      -6.433151844060e-16 
  707       2.489386906108e-10       4.956882038264e-12      -1.447591222126e-11       0.000000000000e+00       2.219320815276e-14       5.278737916515e-15      -6.408712899842e-16 
  708       2.497368783852e-10       4.941219368330e-12      -1.465304740296e-11       0.000000000000e+00       2.207789053913e-14       5.289181995453e-15      -6.383467301740e-16 
  709       2.505538522045e-10       4.924797967644e-12      -1.482696608077e-11       0.000000000000e+00       2.196331756092e-14       5.299389830593e-15      -6.357431864510e-16 
  710       2.513891728676e-10       4.907627605670e-12      -1.499761096204e-11       0.000000000000e+00       2.184948552550e-14       5.309357906374e-15      -6.330623640795e-16 
  711       2.522423949778e-10       4.889718209630e-12      -1.516492437938e-11       0.000000000000e+00       2.173639060378e-14       5.319082684816e-15      -6.303059922013e-16 
  712       2.531130669196e-10       4.871079865111e-12      -1.532884828975e-11       0.000000000000e+00       2.162402882952e-14       5.328560605462e-15      -6.274758239249e-16 
  713       2.540007308350e-10       4.851722816672e-12      -1.548932427344e-11       0.000000000000e+00       2.151239609877e-14       5.337788085319e-15      -6.245736364133e-16 
  714       2.549049226005e-10       4.831657468450e-12      -1.564629353311e-11       0.000000000000e+00       2.140148816925e-14       5.346761518798e-15      -6.216012309737e-16 
  715       2.558251718041e-10       4.810894384765e-12      -1.579969689279e-11       0.000000000000e+00       2.129130065969e-14       5.355477277655e-15      -6.185604331457e-16 
  716       2.567610017217e-10       4.789444290725e-12      -1.594947479691e-11       0.000000000000e+00       2.118182904923e-14       5.363931710932e-15      -6.154530927902e-16 
  717       2.577119292940e-10       4.767318072835e-12      -1.609556730934e-11       0.000000000000e+00       2.107306867681e-14       5.372121144895e-15      -6.122810841778e-16 
  718       2.586774651034e-10       4.744526779599e-12      -1.623791411239e-11       0.000000000000e+00       2.096501474055e-14       5.380041882979e-15      -6.090463060784e-16 
  719       2.596571133506e-10       4.721081622130e-12      -1.637645450583e-11       0.000000000000e+00       2.085766229712e-14       5.387690205725e-15      -6.057506818489e-16 
  720       2.606503718315e-10       4.696993974751e-12      -1.651112740595e-11       0.000000000000e+00       2.075100626113e-14       5.395062370723e-15      -6.023961595225e-16 
  721       2.616567319137e-10       4.672275375607e-12      -1.664187134450e-11       0.000000000000e+00       2.064504140450e-14       5.402154612549e-15      -5.989847118976e-16 
  722       2.626756785138e-10       4.646937527265e-12      -1.676862446782e-11       0.000000000000e+00       2.053976235585e-14       5.408963142712e-15      -5.955183366260e-16 
  723       2.637066900734e-10       4.620992297325e-12      -1.689132453575e-11       0.000000000000e+00       2.043516359988e-14       5.415484149586e-15      -5.919990563022e-16 
  724       2.647492385366e-10       4.594451719020e-12      -1.700990892074e-11       0.000000000000e+00       2.033123947675e-14       5.421713798361e-15      -5.884289185516e-16 
  725       2.658027893265e-10       4.567327991829e-12      -1.712431460683e-11       0.000000000000e+00       2.022798418145e-14       5.427648230973e-15      -5.848099961197e-16 
  726       2.668668013217e-10       4.539633482076e-12      -1.723447818867e-11       0.000000000000e+00       2.012539176320e-14       5.433283566052e-15      -5.811443869605e-16 
  727       2.679407268335e-10       4.511380723543e-12      -1.734033587056e-11       0.000000000000e+00       2.002345612482e-14       5.438615898860e-15      -5.774342143256e-16 
  728       2.690240115823e-10       4.482582418068e-12      -1.744182346545e-11       0.000000000000e+00       1.992217102211e-14       5.443641301232e-15      -5.736816268526e-16 
  729       2.701160946747e-10       4.453251436158e-12      -1.753887639398e-11       0.000000000000e+00       1.982153006324e-14       5.448355821516e-15      -5.698887986538e-16 
  730       2.712164085801e-10       4.423400817590e-12      -1.763142968350e-11       0.000000000000e+00       1.972152670810e-14       5.452755484515e-15      -5.660579294054e-16 
  731       2.723243791072e-10       4.393043772021e-12      -1.771941796706e-11       0.000000000000e+00       1.962215426774e-14       5.456836291424e-15      -5.621912444358e-16 
  732       2.734394253815e-10       4.362193679588e-12      -1.780277548248e-11       0.000000000000e+00       1.952340590368e-14       5.460594219777e-15      -5.582909948145e-16 
  733       2.745609598213e-10       4.330864091522e-12      -1.788143607135e-11       0.000000000000e+00       1.942527462735e-14       5.464025223382e-15      -5.543594574408e-16 
  734       2.756883881147e-10       4.299068730747e-12      -1.795533317803e-11       0.000000000000e+00       1.932775329944e-14       5.467125232264e-15      -5.503989351325e-16 
  735       2.768211091967e-10       4.266821492489e-12      -1.802439984871e-11       0.000000000000e+00       1.923083462927e-14       5.469890152605e-15      -5.464117567148e-16 
  736       2.779585152256e-10       4.234136444881e-12      -1.808856873040e-11       0.000000000000e+00       1.913451117422e-14       5.472315866685e-15      -5.424002771089e-16 
  737       2.790999915597e-10       4.201027829569e-12      -1.814777206997e-11       0.000000000000e+00       1.903877533906e-14       5.474398232822e-15      -5.383668774208e-16 
  738       2.802449167347e-10       4.167510062320e-12      -1.820194171316e-11       0.000000000000e+00       1.894361937533e-14       5.476133085313e-15      -5.343139650300e-16 
  739       2.813926929832e-10       4.133597699891e-12      -1.825102197435e-11       0.000000000000e+00       1.884903640817e-14       5.477516929921e-15      -5.302435516050e-16 
  740       2.825428385050e-10       4.099305338708e-12      -1.829500852642e-11       0.000000000000e+00       1.875502353998e-14       5.478549045505e-15      -5.261559778346e-16 
  741       2.836948969720e-10       4.064647715389e-12      -1.833391027654e-11       0.000000000000e+00       1.866157880679e-14       5.479229423751e-15      -5.220511637023e-16 
  742       2.848484071339e-10       4.029639740893e-12      -1.836773656675e-11       0.000000000000e+00       1.856870015595e-14       5.479558077479e-15      -5.179290282757e-16 
  743       2.860029028008e-10       3.994296501119e-12      -1.839649717587e-11       0.000000000000e+00       1.847638544580e-14       5.479535040734e-15      -5.137894897023e-16 
  744       2.871579128272e-10       3.958633257504e-12      -1.842020232130e-11       0.000000000000e+00       1.838463244525e-14       5.479160368880e-15      -5.096324652062e-16 
  745       2.883129610951e-10       3.922665447623e-12      -1.843886266088e-11       0.000000000000e+00       1.829343883337e-14       5.478434138695e-15      -5.054578710837e-16 
  746       2.894675664981e-10       3.886408685785e-12      -1.845248929473e-11       0.000000000000e+00       1.820280219904e-14       5.477356448459e-15      -5.012656226997e-16 
  747       2.906212429240e-10       3.849878763635e-12      -1.846109376712e-11       0.000000000000e+00       1.811272004051e-14       5.475927418056e-15      -4.970556344837e-16 
  748       2.917734992390e-10       3.813091650748e-12      -1.846468806829e-11       0.000000000000e+00       1.802318976503e-14       5.474147189057e-15      -4.928278199261e-16 
  749       2.929238392707e-10       3.776063495232e-12      -1.846328463628e-11       0.000000000000e+00       1.793420868845e-14       5.472015924823e-15      -4.885820915739e-16 
  750       2.940717617920e-10       3.738810624324e-12      -1.845689635884e-11       0.000000000000e+00       1.784577403485e-14       5.469533810590e-15      -4.843183610274e-16 
  751       2.952167605040e-10       3.701349544987e-12      -1.844553657520e-11       0.000000000000e+00       1.775788293609e-14       5.466701053568e-15      -4.800365389359e-16 
  752       2.963583240202e-10       3.663696944513e-12      -1.842921907796e-11       0.000000000000e+00       1.767053243147e-14       5.463517883031e-15      -4.757365349940e-16 
  753       2.974959358491e-10       3.625869691118e-12      -1.840795811494e-11       0.000000000000e+00       1.758371946733e-14       5.459984550413e-15      -4.714182579377e-16 
  754       2.986290743786e-10       3.587884834541e-12      -1.838176839099e-11       0.000000000000e+00       1.749744089663e-14       5.456101329397e-15      -4.670816155402e-16 
  755       2.997572128588e-10       3.549759606644e-12      -1.835066506987e-11       0.000000000000e+00       1.741169347855e-14       5.451868516014e-15      -4.627265146088e-16 
  756       3.008798193855e-10       3.511511422010e-12      -1.831466377608e-11       0.000000000000e+00       1.732647387815e-14       5.447286428730e-15      -4.583528609802e-16 
  757       3.019963568842e-10       3.473157878538e-12      -1.827378059671e-11       0.000000000000e+00       1.724177866592e-14       5.442355408545e-15      -4.539605595171e-16 
  758       3.031062830930e-10       3.434716758048e-12      -1.822803208328e-11       0.000000000000e+00       1.715760431743e-14       5.437075819081e-15      -4.495495141040e-16 
  759       3.042090505463e-10       3.396206026874e-12      -1.817743525360e-11       0.000000000000e+00       1.707394721288e-14       5.431448046681e-15      -4.451196276437e-16 
  760       3.053041065583e-10       3.357643836465e-12      -1.812200759359e-11       0.000000000000e+00       1.699080363677e-14       5.425472500497e-15      -4.406708020531e-16 
  761       3.063908932065e-10       3.319048523983e-12      -1.806176705915e-11       0.000000000000e+00       1.690816977746e-14       5.419149612585e-15      -4.362029382596e-16 
  762       3.074688473150e-10       3.280438612902e-12      -1.799673207801e-11       0.000000000000e+00       1.682604172681e-14       5.412479838000e-15      -4.317159361968e-16 
  763       3.085374004380e-10       3.241832813606e-12      -1.792692155153e-11       0.000000000000e+00       1.674441547976e-14       5.405463654888e-15      -4.272096948011e-16 
  764       3.095959788436e-10       3.203250023987e-12      -1.785235485662e-11       0.000000000000e+00       1.666328693393e-14       5.398101564576e-15      -4.226841120076e-16 
  765       3.106440034968e-10       3.164709330045e-12      -1.777305184751e-11       0.000000000000e+00       1.658265188926e-14       5.390394091673e-15      -4.181390847461e-16 
  766       3.116808900431e-10       3.126230006484e-12      -1.768903285764e-11       0.000000000000e+00       1.650250604761e-14       5.382341784155e-15      -4.135745089375e-16 
  767       3.127060487924e-10       3.087831517313e-12      -1.760031870152e-11       0.000000000000e+00       1.642284501232e-14       5.373945213463e-15      -4.089902794895e-16 
  768       3.137188847018e-10       3.049533516444e-12      -1.750693067650e-11       0.000000000000e+00       1.634366428787e-14       5.365204974596e-15      -4.043862902934e-16 
  769       3.147187973594e-10       3.011355848290e-12      -1.740889056473e-11       0.000000000000e+00       1.626495927947e-14       5.356121686201e-15      -3.997624342194e-16 
  770       3.157051809681e-10       2.973318548363e-12      -1.730622063488e-11       0.000000000000e+00       1.618672529265e-14       5.346695990672e-15      -3.951186031134e-16 
  771       3.166774243282e-10       2.935441843874e-12      -1.719894364410e-11       0.000000000000e+00       1.610895753289e-14       5.336928554236e-15      -3.904546877929e-16 
  772       3.176349108219e-10       2.897746154329e-12      -1.708708283979e-11       0.000000000000e+00       1.603165110521e-14       5.326820067053e-15      -3.857705780427e-16 
  773       3.185770183960e-10       2.860252092131e-12      -1.697066196146e-11       0.000000000000e+00       1.595480101378e-14       5.316371243305e-15      -3.810661626119e-16 
  774       3.195031195456e-10       2.822980463175e-12      -1.684970524261e-11       0.000000000000e+00       1.587840216153e-14       5.305582821290e-15      -3.763413292091e-16 
  775       3.204125812979e-10       2.785952267450e-12      -1.672423741254e-11       0.000000000000e+00       1.580244934974e-14       5.294455563517e-15      -3.715959644992e-16 
  776       3.213047651951e-10       2.749188699634e-12      -1.659428369821e-11       0.000000000000e+00       1.572693727769e-14       5.282990256798e-15      -3.668299540991e-16 
  777       3.221790272782e-10       2.712711149695e-12      -1.645986982607e-11       0.000000000000e+00       1.565186054221e-14       5.271187712340e-15      -3.620431825741e-16 
  778       3.230347876358e-10       2.676539477325e-12      -1.632102840692e-11       0.000000000000e+00       1.557721433501e-14       5.259049603102e-15      -3.572356959039e-16 
  779       3.238717405135e-10       2.640686798549e-12      -1.617781821794e-11       0.000000000000e+00       1.550299654975e-14       5.246580992889e-15      -3.524081922305e-16 
  780       3.246896481120e-10       2.605164602534e-12      -1.603030528590e-11       0.000000000000e+00       1.542920571372e-14       5.233787854869e-15      -3.475615403054e-16 
  781       3.254882713757e-10       2.569984469155e-12      -1.587855654003e-11       0.000000000000e+00       1.535584029341e-14       5.220676238867e-15      -3.426966178820e-16 
  782       3.262673699901e-10       2.535158069249e-12      -1.572263981514e-11       0.000000000000e+00       1.528289869432e-14       5.207252271626e-15      -3.378143117435e-16 
  783       3.270267023792e-10       2.500697164874e-12      -1.556262385470e-11       0.000000000000e+00       1.521037926068e-14       5.193522157064e-15      -3.329155177314e-16 
  784       3.277660257024e-10       2.466613609563e-12      -1.539857831400e-11       0.000000000000e+00       1.513828027519e-14       5.179492176534e-15      -3.280011407738e-16 
