# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  314       4.717575316201e-10       1.546409243553e-12       1.568833064381e-11       4.410391048568e-15       3.730336714562e-13       7.589579912015e-14       2.212016848944e-15 
  315       4.673538061880e-10       1.571030289949e-12       1.566053442705e-11       4.428988177736e-15       3.692279949936e-13       7.483718421928e-14       2.220203007346e-15 
  316       4.629620450430e-10       1.595668414048e-12       1.562767476175e-11       4.447484797261e-15       3.654671017806e-13       7.379357936460e-14       2.228179198307e-15 
  317       4.585832975178e-10       1.620316181838e-12       1.558976337737e-11       4.465881801670e-15       3.617509882359e-13       7.276489271123e-14       2.235942769402e-15 
  318       4.542186160154e-10       1.644966021738e-12       1.554681384450e-11       4.484180147354e-15       3.580796184970e-13       7.175102056217e-14       2.243491074841e-15 
  319       4.498690559424e-10       1.669610223709e-12       1.549884159290e-11       4.502380853112e-15       3.544529240579e-13       7.075184724402e-14       2.250821475693e-15 
  320       4.455356756421e-10       1.694240938357e-12       1.544586392952e-11       4.520485000707e-15       3.508708034059e-13       6.976724498263e-14       2.257931340103e-15 
  321       4.412195363283e-10       1.718850176047e-12       1.538790005648e-11       4.538493735416e-15       3.473331216592e-13       6.879707377882e-14       2.264818043515e-15 
  322       4.369217020177e-10       1.743429806007e-12       1.532497108911e-11       4.556408266582e-15       3.438397102036e-13       6.784118128407e-14       2.271478968896e-15 
  323       4.326432394639e-10       1.767971555440e-12       1.525710007398e-11       4.574229868163e-15       3.403903663303e-13       6.689940267619e-14       2.277911506954e-15 
  324       4.283852180905e-10       1.792467008630e-12       1.518431200688e-11       4.591959879288e-15       3.369848528727e-13       6.597156053505e-14       2.284113056360e-15 
  325       4.241487099239e-10       1.816907606052e-12       1.510663385083e-11       4.609599704803e-15       3.336228978438e-13       6.505746471822e-14       2.290081023972e-15 
  326       4.199347895271e-10       1.841284643480e-12       1.502409455415e-11       4.627150815827e-15       3.303041940733e-13       6.415691223669e-14       2.295812825053e-15 
  327       4.157445339327e-10       1.865589271095e-12       1.493672506842e-11       4.644614750301e-15       3.270283988452e-13       6.326968713058e-14       2.301305883496e-15 
  328       4.115790225761e-10       1.889812492594e-12       1.484455836651e-11       4.661993113541e-15       3.237951335343e-13       6.239556034479e-14       2.306557632041e-15 
  329       4.074393372292e-10       1.913945164300e-12       1.474762946060e-11       4.679287578786e-15       3.206039832442e-13       6.153428960472e-14       2.311565512501e-15 
  330       4.033265619328e-10       1.937977994267e-12       1.464597542019e-11       4.696499887753e-15       3.174544964440e-13       6.068561929194e-14       2.316326975980e-15 
  331       3.992417829307e-10       1.961901541392e-12       1.453963539011e-11       4.713631851189e-15       3.143461846056e-13       5.984928031991e-14       2.320839483096e-15 
  332       3.951860886025e-10       1.985706214520e-12       1.442865060855e-11       4.730685349419e-15       3.112785218413e-13       5.902499000963e-14       2.325100504204e-15 
  333       3.911605693971e-10       2.009382271557e-12       1.431306442507e-11       4.747662332898e-15       3.082509445404e-13       5.821245196537e-14       2.329107519612e-15 
  334       3.871663177657e-10       2.032919818574e-12       1.419292231859e-11       4.764564822766e-15       3.052628510069e-13       5.741135595035e-14       2.332858019810e-15 
  335       3.832044280951e-10       2.056308808919e-12       1.406827191542e-11       4.781394911395e-15       3.023136010966e-13       5.662137776241e-14       2.336349505686e-15 
  336       3.792759966413e-10       2.079539042323e-12       1.393916300731e-11       4.798154762943e-15       2.994025158541e-13       5.584217910973e-14       2.339579488747e-15 
  337       3.753821214622e-10       2.102600164009e-12       1.380564756940e-11       4.814846613905e-15       2.965288771504e-13       5.507340748651e-14       2.342545491345e-15 
  338       3.715239023514e-10       2.125481663803e-12       1.366777977828e-11       4.831472773665e-15       2.936919273198e-13       5.431469604865e-14       2.345245046895e-15 
  339       3.677024407709e-10       2.148172875238e-12       1.352561602998e-11       4.848035625044e-15       2.908908687973e-13       5.356566348945e-14       2.347675700097e-15 
  340       3.639188397850e-10       2.170662974666e-12       1.337921495801e-11       4.864537624856e-15       2.881248637557e-13       5.282591391532e-14       2.349835007158e-15 
  341       3.601742039930e-10       2.192940980367e-12       1.322863745135e-11       4.880981304458e-15       2.853930337429e-13       5.209503672142e-14       2.351720536014e-15 
  342       3.564696394626e-10       2.214995751654e-12       1.307394667247e-11       4.897369270298e-15       2.826944593192e-13       5.137260646741e-14       2.353329866547e-15 
  343       3.528062536635e-10       2.236815987983e-12       1.291520807537e-11       4.913704204473e-15       2.800281796942e-13       5.065818275311e-14       2.354660590815e-15 
  344       3.491851554000e-10       2.258390228065e-12       1.275248942353e-11       4.929988865274e-15       2.773931923644e-13       4.995131009418e-14       2.355710313265e-15 
  345       3.456074547450e-10       2.279706848968e-12       1.258586080801e-11       4.946226087741e-15       2.747884527503e-13       4.925151779785e-14       2.356476650959e-15 
  346       3.420742629725e-10       2.300754065231e-12       1.241539466541e-11       4.962418784213e-15       2.722128738334e-13       4.855831983857e-14       2.356957233793e-15 
  347       3.385866924916e-10       2.321519927970e-12       1.224116579587e-11       4.978569944882e-15       2.696653257937e-13       4.787121473373e-14       2.357149704723e-15 
  348       3.351458567792e-10       2.341992323987e-12       1.206325138114e-11       4.994682638338e-15       2.671446356469e-13       4.718968541932e-14       2.357051719979e-15 
  349       3.317527734453e-10       2.362160088357e-12       1.188172717565e-11       5.010759807041e-15       2.646498035090e-13       4.651330169352e-14       2.356661653226e-15 
  350       3.284080691216e-10       2.382016395024e-12       1.169665586836e-11       5.026803643188e-15       2.621806620490e-13       4.584203249818e-14       2.355980739857e-15 
  351       3.251122621839e-10       2.401555505293e-12       1.150809827275e-11       5.042816188000e-15       2.597372437174e-13       4.517594636523e-14       2.355011022198e-15 
  352       3.218658583529e-10       2.420771667266e-12       1.131611712439e-11       5.058799534814e-15       2.573195664417e-13       4.451510999580e-14       2.353754654522e-15 
  353       3.186693505324e-10       2.439659116041e-12       1.112077709509e-11       5.074755829438e-15       2.549276334757e-13       4.385958823670e-14       2.352213903968e-15 
  354       3.155232186474e-10       2.458212073916e-12       1.092214480725e-11       5.090687270497e-15       2.525614332497e-13       4.320944405684e-14       2.350391151443e-15 
  355       3.124279294822e-10       2.476424750592e-12       1.072028884803e-11       5.106596109784e-15       2.502209392208e-13       4.256473852368e-14       2.348288892545e-15 
  356       3.093839365182e-10       2.494291343371e-12       1.051527978368e-11       5.122484652613e-15       2.479061097228e-13       4.192553077972e-14       2.345909738471e-15 
  357       3.063916797724e-10       2.511806037363e-12       1.030719017376e-11       5.138355258163e-15       2.456168878158e-13       4.129187801892e-14       2.343256416931e-15 
  358       3.034515856351e-10       2.528963005689e-12       1.009609458536e-11       5.154210339836e-15       2.433532011372e-13       4.066383546319e-14       2.340331773060e-15 
  359       3.005640667086e-10       2.545756409678e-12       9.882069607444e-12       5.170052365597e-15       2.411149617505e-13       4.004145633878e-14       2.337138770333e-15 
  360       2.977295216444e-10       2.562180399075e-12       9.665193865010e-12       5.185883858334e-15       2.389020659966e-13       3.942479185280e-14       2.333680491478e-15 
  361       2.949483349821e-10       2.578229112240e-12       9.445548033407e-12       5.201707396200e-15       2.367143943427e-13       3.881389116964e-14       2.329960139385e-15 
  362       2.922208769870e-10       2.593896676352e-12       9.223214852565e-12       5.217525612968e-15       2.345518112333e-13       3.820880138744e-14       2.325981038023e-15 
  363       2.895475034886e-10       2.609177207610e-12       8.998279141255e-12       5.233341198378e-15       2.324141649394e-13       3.760956751452e-14       2.321746633355e-15 
  364       2.869285557182e-10       2.624064811437e-12       8.770827811342e-12       5.249156898488e-15       2.303012874093e-13       3.701623244585e-14       2.317260494242e-15 
  365       2.843643601474e-10       2.638553582682e-12       8.540949882043e-12       5.264975516024e-15       2.282129941178e-13       3.642883693951e-14       2.312526313366e-15 
  366       2.818552283259e-10       2.652637605820e-12       8.308736494180e-12       5.280799910732e-15       2.261490839172e-13       3.584741959311e-14       2.307547908139e-15 
  367       2.794014567199e-10       2.666310955158e-12       8.074280924435e-12       5.296632999723e-15       2.241093388865e-13       3.527201682031e-14       2.302329221612e-15 
  368       2.770033265500e-10       2.679567695037e-12       7.837678599602e-12       5.312477757827e-15       2.220935241818e-13       3.470266282719e-14       2.296874323396e-15 
  369       2.746611036291e-10       2.692401880029e-12       7.599027110850e-12       5.328337217942e-15       2.201013878863e-13       3.413938958877e-14       2.291187410569e-15 
  370       2.723750382009e-10       2.704807555147e-12       7.358426227967e-12       5.344214471382e-15       2.181326608605e-13       3.358222682542e-14       2.285272808589e-15 
  371       2.701453647779e-10       2.716778756043e-12       7.115977913623e-12       5.360112668231e-15       2.161870565919e-13       3.303120197936e-14       2.279134972210e-15 
  372       2.679723019791e-10       2.728309509211e-12       6.871786337623e-12       5.376035017689e-15       2.142642710451e-13       3.248634019105e-14       2.272778486396e-15 
  373       2.658560523686e-10       2.739393832190e-12       6.625957891160e-12       5.391984788424e-15       2.123639825121e-13       3.194766427570e-14       2.266208067227e-15 
  374       2.637968022934e-10       2.750025733764e-12       6.378601201069e-12       5.407965308921e-15       2.104858514622e-13       3.141519469971e-14       2.259428562821e-15 
  375       2.617947217216e-10       2.760199214170e-12       6.129827144088e-12       5.423979967832e-15       2.086295203919e-13       3.088894955710e-14       2.252444954239e-15 
  376       2.598499640803e-10       2.769908265294e-12       5.879748861103e-12       5.440032214329e-15       2.067946136750e-13       3.036894454599e-14       2.245262356404e-15 
  377       2.579626660941e-10       2.779146870876e-12       5.628481771414e-12       5.456125558446e-15       2.049807374129e-13       2.985519294502e-14       2.237886019011e-15 
  378       2.561329476228e-10       2.787909006714e-12       5.376143586981e-12       5.472263571440e-15       2.031874792840e-13       2.934770558987e-14       2.230321327438e-15 
  379       2.543609114995e-10       2.796188640865e-12       5.122854326682e-12       5.488449886131e-15       2.014144083946e-13       2.884649084963e-14       2.222573803666e-15 
  380       2.526466433692e-10       2.803979733845e-12       4.868736330568e-12       5.504688197258e-15       1.996610751280e-13       2.835155460332e-14       2.214649107184e-15 
  381       2.509902115261e-10       2.811276238837e-12       4.613914274120e-12       5.520982261825e-15       1.979270109955e-13       2.786290021630e-14       2.206553035906e-15 
  382       2.493916667523e-10       2.818072101887e-12       4.358515182499e-12       5.537335899456e-15       1.962117284856e-13       2.738052851675e-14       2.198291527084e-15 
  383       2.478510421557e-10       2.824361262111e-12       4.102668444804e-12       5.553752992740e-15       1.945147209144e-13       2.690443777211e-14       2.189870658221e-15 
  384       2.463683530081e-10       2.830137651896e-12       3.846505828328e-12       5.570237487582e-15       1.928354622757e-13       2.643462366554e-14       2.181296647982e-15 
  385       2.449435965833e-10       2.835395197100e-12       3.590161492809e-12       5.586793393555e-15       1.911734070910e-13       2.597107927237e-14       2.172575857109e-15 
  386       2.435767519950e-10       2.840127817260e-12       3.333772004687e-12       5.603424784248e-15       1.895279902594e-13       2.551379503657e-14       2.163714789333e-15 
  387       2.422677800352e-10       2.844329425788e-12       3.077476351360e-12       5.620135797618e-15       1.878986269077e-13       2.506275874716e-14       2.154720092287e-15 
  388       2.410166110668e-10       2.847995043628e-12       2.821404037696e-12       5.636930178306e-15       1.862848170571e-13       2.461795506646e-14       2.145597554063e-15 
  389       2.398231085330e-10       2.851124185728e-12       2.565638855605e-12       5.653809885011e-15       1.846864642454e-13       2.417936414324e-14       2.136349049630e-15 
  390       2.386871037648e-10       2.853717601637e-12       2.310253787216e-12       5.670776431711e-15       1.831035685291e-13       2.374696290147e-14       2.126975481985e-15 
  391       2.376084076331e-10       2.855776174577e-12       2.055322805011e-12       5.687831340977e-15       1.815361226758e-13       2.332072546005e-14       2.117477776311e-15 
  392       2.365868103765e-10       2.857300922531e-12       1.800920876599e-12       5.704976143961e-15       1.799841120982e-13       2.290062310894e-14       2.107856880093e-15 
  393       2.356220814304e-10       2.858292999331e-12       1.547123969503e-12       5.722212380377e-15       1.784475147874e-13       2.248662428520e-14       2.098113763227e-15 
  394       2.347139692555e-10       2.858753695746e-12       1.294009055932e-12       5.739541598490e-15       1.769263012460e-13       2.207869454915e-14       2.088249418142e-15 
  395       2.338622011662e-10       2.858684440568e-12       1.041654117564e-12       5.756965355101e-15       1.754204344215e-13       2.167679656041e-14       2.078264859907e-15 
  396       2.330664831594e-10       2.858086801700e-12       7.901381503287e-13       5.774485215534e-15       1.739298696400e-13       2.128089005404e-14       2.068161126351e-15 
  397       2.323264997430e-10       2.856962487245e-12       5.395411691805e-13       5.792102753619e-15       1.724545545392e-13       2.089093181663e-14       2.057939278177e-15 
  398       2.316419137645e-10       2.855313346593e-12       2.899442128828e-13       5.809819551679e-15       1.709944290020e-13       2.050687566238e-14       2.047600399071e-15 
  399       2.310123662396e-10       2.853141371508e-12       4.142934878578e-14       5.827637200520e-15       1.695494250896e-13       2.012867240920e-14       2.037145595824e-15 
  400       2.304374761809e-10       2.850448697216e-12      -2.059203223939e-13       5.845557299407e-15       1.681194669753e-13       1.975626985482e-14       2.026575998440e-15 
  401       2.299168404263e-10       2.847237603493e-12      -4.520206617933e-13       5.863581456062e-15       1.667044708775e-13       1.938961275288e-14       2.015892760256e-15 
  402       2.294500334677e-10       2.843510515752e-12      -6.967864876241e-13       5.881711286638e-15       1.653043449933e-13       1.902864278903e-14       2.005097058052e-15 
  403       2.290366072796e-10       2.839270006131e-12      -9.401315703928e-13       5.899948415714e-15       1.639189894316e-13       1.867329855703e-14       1.994190092168e-15 
  404       2.286760911478e-10       2.834518794582e-12      -1.181968628121e-12       5.918294476275e-15       1.625482961467e-13       1.832351553482e-14       1.983173086616e-15 
  405       2.283679914977e-10       2.829259749955e-12      -1.422209321567e-12       5.936751109702e-15       1.611921488716e-13       1.797922606067e-14       1.972047289198e-15 
  406       2.281117917230e-10       2.823495891089e-12      -1.660764249443e-12       5.955319965752e-15       1.598504230515e-13       1.764035930922e-14       1.960813971618e-15 
  407       2.279069520148e-10       2.817230387900e-12      -1.897542943642e-12       5.974002702552e-15       1.585229857770e-13       1.730684126761e-14       1.949474429597e-15 
  408       2.277529091892e-10       2.810466562465e-12      -2.132453864451e-12       5.992800986576e-15       1.572096957173e-13       1.697859471159e-14       1.938029982988e-15 
  409       2.276490765168e-10       2.803207890112e-12      -2.365404395775e-12       6.011716492637e-15       1.559104030540e-13       1.665553918157e-14       1.926481975887e-15 
  410       2.275948435508e-10       2.795458000510e-12      -2.596300840359e-12       6.030750903871e-15       1.546249494143e-13       1.633759095876e-14       1.914831776754e-15 
  411       2.275895759560e-10       2.787220678751e-12      -2.825048415004e-12       6.049905911722e-15       1.533531678041e-13       1.602466304125e-14       1.903080778523e-15 
  412       2.276326153367e-10       2.778499866442e-12      -3.051551245794e-12       6.069183215928e-15       1.520948825418e-13       1.571666512011e-14       1.891230398716e-15 
  413       2.277232790661e-10       2.769299662792e-12      -3.275712363309e-12       6.088584524507e-15       1.508499091913e-13       1.541350355547e-14       1.879282079559e-15 
  414       2.278608601144e-10       2.759624325699e-12      -3.497433697851e-12       6.108111553743e-15       1.496180544957e-13       1.511508135267e-14       1.867237288097e-15 
  415       2.280446268775e-10       2.749478272836e-12      -3.716616074663e-12       6.127766028172e-15       1.483991163104e-13       1.482129813828e-14       1.855097516306e-15 
  416       2.282738230056e-10       2.738866082742e-12      -3.933159209146e-12       6.147549680568e-15       1.471928835367e-13       1.453205013626e-14       1.842864281212e-15 
  417       2.285476672319e-10       2.727792495908e-12      -4.146961702087e-12       6.167464251925e-15       1.459991360547e-13       1.424723014404e-14       1.830539125000e-15 
  418       2.288653532009e-10       2.716262415864e-12      -4.357921034872e-12       6.187511491449e-15       1.448176446575e-13       1.396672750859e-14       1.818123615130e-15 
  419       2.292260492975e-10       2.704280910266e-12      -4.565933564710e-12       6.207693156541e-15       1.436481709837e-13       1.369042810256e-14       1.805619344457e-15 
  420       2.296288984750e-10       2.691853211988e-12      -4.770894519854e-12       6.228011012781e-15       1.424904674514e-13       1.341821430034e-14       1.793027931335e-15 
  421       2.300730180842e-10       2.678984720204e-12      -4.972697994819e-12       6.248466833914e-15       1.413442771911e-13       1.314996495419e-14       1.780351019743e-15 
  422       2.305574997017e-10       2.665681001479e-12      -5.171236945606e-12       6.269062401840e-15       1.402093339795e-13       1.288555537031e-14       1.767590279389e-15 
  423       2.310814089585e-10       2.651947790855e-12      -5.366403184918e-12       6.289799506596e-15       1.390853621725e-13       1.262485728495e-14       1.754747405832e-15 
  424       2.316437853688e-10       2.637790992940e-12      -5.558087377385e-12       6.310679946341e-15       1.379720766389e-13       1.236773884050e-14       1.741824120592e-15 
  425       2.322436421583e-10       2.623216682997e-12      -5.746179034781e-12       6.331705527344e-15       1.368691826934e-13       1.211406456160e-14       1.728822171269e-15 
  426       2.328799660931e-10       2.608231108026e-12      -5.930566511246e-12       6.352878063971e-15       1.357763760304e-13       1.186369533122e-14       1.715743331651e-15 
  427       2.335518000689e-10       2.592840866739e-12      -6.111150662527e-12       6.374198972369e-15       1.346933953889e-13       1.161651440946e-14       1.702589337557e-15 
  428       2.342584943231e-10       2.577053453994e-12      -6.287886345256e-12       6.395668036331e-15       1.336201826582e-13       1.137250651354e-14       1.689361691710e-15 
  429       2.349994634322e-10       2.560876737017e-12      -6.460742320149e-12       6.417284599419e-15       1.325567280884e-13       1.113168138124e-14       1.676061852447e-15 
  430       2.357741042069e-10       2.544318779399e-12      -6.629687719736e-12       6.439047967188e-15       1.315030180188e-13       1.089404796454e-14       1.662691297471e-15 
  431       2.365817955748e-10       2.527387842301e-12      -6.794692052549e-12       6.460957406902e-15       1.304590348458e-13       1.065961442277e-14       1.649251523922e-15 
  432       2.374218984635e-10       2.510092385659e-12      -6.955725207314e-12       6.483012147254e-15       1.294247569909e-13       1.042838811585e-14       1.635744048448e-15 
  433       2.382937556834e-10       2.492441069386e-12      -7.112757457147e-12       6.505211378088e-15       1.284001588687e-13       1.020037559750e-14       1.622170407280e-15 
  434       2.391966918106e-10       2.474442754582e-12      -7.265759463745e-12       6.527554250115e-15       1.273852108552e-13       9.975582608371e-15       1.608532156303e-15 
  435       2.401300130700e-10       2.456106504736e-12      -7.414702281576e-12       6.550039874632e-15       1.263798792551e-13       9.754014069305e-15       1.594830871126e-15 
  436       2.410930072180e-10       2.437441586930e-12      -7.559557362075e-12       6.572667323243e-15       1.253841262705e-13       9.535674074505e-15       1.581068147157e-15 
  437       2.420849434258e-10       2.418457473048e-12      -7.700296557834e-12       6.595435627577e-15       1.243979099686e-13       9.320565884735e-15       1.567245599677e-15 
  438       2.431050721621e-10       2.399163840979e-12      -7.836892126795e-12       6.618343779005e-15       1.234211842495e-13       9.108691920521e-15       1.553364863905e-15 
  439       2.441526250758e-10       2.379570575820e-12      -7.969316736445e-12       6.641390728363e-15       1.224538988145e-13       8.900053755344e-15       1.539427595081e-15 
  440       2.452268148794e-10       2.359687771085e-12      -8.097543468003e-12       6.664575385666e-15       1.214959991342e-13       8.694652108838e-15       1.525435468526e-15 
  441       2.463268352318e-10       2.339525729907e-12      -8.221545820619e-12       6.687896619834e-15       1.205474264159e-13       8.492486839991e-15       1.511390179724e-15 
  442       2.474518606211e-10       2.319094966246e-12      -8.341297715561e-12       6.711353258403e-15       1.196081175723e-13       8.293556940337e-15       1.497293444392e-15 
  443       2.486010462474e-10       2.298406206090e-12      -8.456773500410e-12       6.734944087249e-15       1.186780051889e-13       8.097860527155e-15       1.483146998547e-15 
  444       2.497735279062e-10       2.277470388665e-12      -8.567947953253e-12       6.758667850306e-15       1.177570174925e-13       7.905394836667e-15       1.468952598586e-15 
  445       2.509684218710e-10       2.256298667635e-12      -8.674796286873e-12       6.782523249286e-15       1.168450783189e-13       7.716156217234e-15       1.454712021351e-15 
  446       2.521848247763e-10       2.234902412313e-12      -8.777294152944e-12       6.806508943394e-15       1.159421070808e-13       7.530140122555e-15       1.440427064208e-15 
  447       2.534218135004e-10       2.213293208859e-12      -8.875417646223e-12       6.830623549052e-15       1.150480187362e-13       7.347341104860e-15       1.426099545114e-15 
  448       2.546784450488e-10       2.191482861492e-12      -8.969143308740e-12       6.854865639614e-15       1.141627237560e-13       7.167752808111e-15       1.411731302691e-15 
  449       2.559537564365e-10       2.169483393691e-12      -9.058448133994e-12       6.879233745090e-15       1.132861280920e-13       6.991367961199e-15       1.397324196301e-15 
  450       2.572467645715e-10       2.147307049399e-12      -9.143309571143e-12       6.903726351857e-15       1.124181331454e-13       6.818178371140e-15       1.382880106113e-15 
  451       2.585564661373e-10       2.124966294234e-12      -9.223705529198e-12       6.928341902387e-15       1.115586357341e-13       6.648174916268e-15       1.368400933178e-15 
  452       2.598818374762e-10       2.102473816688e-12      -9.299614381214e-12       6.953078794960e-15       1.107075280612e-13       6.481347539443e-15       1.353888599502e-15 
  453       2.612218344720e-10       2.079842529334e-12      -9.371014968483e-12       6.977935383385e-15       1.098646976827e-13       6.317685241234e-15       1.339345048119e-15 
  454       2.625753924328e-10       2.057085570033e-12      -9.437886604728e-12       7.002909976717e-15       1.090300274756e-13       6.157176073130e-15       1.324772243160e-15 
  455       2.639414259744e-10       2.034216303136e-12      -9.500209080291e-12       7.028000838981e-15       1.082033956061e-13       5.999807130726e-15       1.310172169925e-15 
  456       2.653188289030e-10       2.011248320692e-12      -9.557962666332e-12       7.053206188885e-15       1.073846754972e-13       5.845564546927e-15       1.295546834961e-15 
  457       2.667064740978e-10       1.988195443650e-12      -9.611128119016e-12       7.078524199543e-15       1.065737357969e-13       5.694433485141e-15       1.280898266129e-15 
  458       2.681032133946e-10       1.965071723069e-12      -9.659686683708e-12       7.103952998194e-15       1.057704403464e-13       5.546398132481e-15       1.266228512676e-15 
  459       2.695078774682e-10       1.941891441315e-12      -9.703620099165e-12       7.129490665916e-15       1.049746481476e-13       5.401441692954e-15       1.251539645312e-15 
  460       2.709192757154e-10       1.918669113277e-12      -9.742910601727e-12       7.155135237352e-15       1.041862133316e-13       5.259546380668e-15       1.236833756276e-15 
  461       2.723361961383e-10       1.895419487561e-12      -9.777540929512e-12       7.180884700424e-15       1.034049851262e-13       5.120693413021e-15       1.222112959413e-15 
  462       2.737574052268e-10       1.872157547703e-12      -9.807494326609e-12       7.206736996056e-15       1.026308078246e-13       4.984863003904e-15       1.207379390246e-15 
  463       2.751816478419e-10       1.848898513371e-12      -9.832754547264e-12       7.232690017887e-15       1.018635207525e-13       4.852034356892e-15       1.192635206044e-15 
  464       2.766076470983e-10       1.825657841569e-12      -9.853305860082e-12       7.258741611998e-15       1.011029582368e-13       4.722185658448e-15       1.177882585899e-15 
  465       2.780341042476e-10       1.802451227846e-12      -9.869133052211e-12       7.284889576622e-15       1.003489495734e-13       4.595294071115e-15       1.163123730796e-15 
  466       2.794598358715e-10       1.779293559426e-12      -9.880229072646e-12       7.311131600381e-15       9.960134759828e-14       4.471336482606e-15       1.148360677473e-15 
  467       2.808841904106e-10       1.756195736225e-12      -9.886618216018e-12       7.337465075409e-15       9.886011544828e-14       4.350291792635e-15       1.133594733465e-15 
  468       2.823066444007e-10       1.733167753025e-12      -9.888333670376e-12       7.363887277843e-15       9.812524244424e-14       4.232138684037e-15       1.118827024576e-15 
  469       2.837266662956e-10       1.710219739208e-12      -9.885409951839e-12       7.390395428472e-15       9.739671571631e-14       4.116854866964e-15       1.104058679467e-15 
  470       2.851437164258e-10       1.687361959381e-12      -9.877882913008e-12       7.416986692419e-15       9.667452018770e-14       4.004417072495e-15       1.089290829626e-15 
  471       2.865572469573e-10       1.664604814002e-12      -9.865789751366e-12       7.443658178831e-15       9.595863855843e-14       3.894801046248e-15       1.074524609341e-15 
  472       2.879667018501e-10       1.641958840010e-12      -9.849169017685e-12       7.470406940560e-15       9.524905128909e-14       3.787981542000e-15       1.059761155665e-15 
  473       2.893715168170e-10       1.619434711452e-12      -9.828060624431e-12       7.497229973849e-15       9.454573658463e-14       3.683932315296e-15       1.045001608386e-15 
  474       2.907711192821e-10       1.597043240105e-12      -9.802505854168e-12       7.524124218021e-15       9.384867037810e-14       3.582626117064e-15       1.030247109999e-15 
  475       2.921649283394e-10       1.574795376113e-12      -9.772547367963e-12       7.551086555156e-15       9.315782631443e-14       3.484034687230e-15       1.015498805676e-15 
  476       2.935523547119e-10       1.552702208602e-12      -9.738229213789e-12       7.578113809785e-15       9.247317573421e-14       3.388128748330e-15       1.000757843231e-15 
  477       2.949328007096e-10       1.530774966320e-12      -9.699596834933e-12       7.605202748569e-15       9.179468765742e-14       3.294877999128e-15       9.860253730937e-16 
  478       2.963056601886e-10       1.509025018251e-12      -9.656697078399e-12       7.632350079988e-15       9.112232876724e-14       3.204251108225e-15       9.713025482787e-16 
  479       2.976703185096e-10       1.487463874255e-12      -9.609578203312e-12       7.659552454020e-15       9.045606339380e-14       3.116215707674e-15       9.565905243535e-16 
  480       2.990261524964e-10       1.466103185685e-12      -9.558289889326e-12       7.686806461836e-15       8.979585349791e-14       3.030738386597e-15       9.418904594087e-16 
  481       3.003725303952e-10       1.444954746020e-12      -9.502883245025e-12       7.714108635475e-15       8.914165865489e-14       2.947784684796e-15       9.272035140279e-16 
  482       3.017088118321e-10       1.424030491490e-12      -9.443410816328e-12       7.741455447534e-15       8.849343603829e-14       2.867319086368e-15       9.125308512571e-16 
  483       3.030343477731e-10       1.403342501703e-12      -9.379926594896e-12       7.768843310855e-15       8.785114040370e-14       2.789305013319e-15       8.978736365740e-16 
  484       3.043484804815e-10       1.382903000274e-12      -9.312486026538e-12       7.796268578206e-15       8.721472407246e-14       2.713704819176e-15       8.832330378580e-16 
  485       3.056505434775e-10       1.362724355450e-12      -9.241146019610e-12       7.823727541966e-15       8.658413691546e-14       2.640479782605e-15       8.686102253595e-16 
  486       3.069398614964e-10       1.342819080739e-12      -9.165964953426e-12       7.851216433815e-15       8.595932633692e-14       2.569590101020e-15       8.540063716693e-16 
  487       3.082157504472e-10       1.323199835534e-12      -9.087002686658e-12       7.878731424414e-15       8.534023725812e-14       2.500994884201e-15       8.394226516886e-16 
  488       3.094775173715e-10       1.303879425746e-12      -9.004320565745e-12       7.906268623093e-15       8.472681210121e-14       2.434652147907e-15       8.248602425983e-16 
  489       3.107244604020e-10       1.284870804424e-12      -8.917981433294e-12       7.933824077534e-15       8.411899077293e-14       2.370518807486e-15       8.103203238286e-16 
  490       3.119558687212e-10       1.266187072388e-12      -8.828049636488e-12       7.961393773457e-15       8.351671064841e-14       2.308550671496e-15       7.958040770284e-16 
  491       3.131710225199e-10       1.247841478854e-12      -8.734591035488e-12       7.988973634307e-15       8.291990655493e-14       2.248702435313e-15       7.813126860354e-16 
  492       3.143691929562e-10       1.229847422061e-12      -8.637673011838e-12       8.016559520935e-15       8.232851075568e-14       2.190927674747e-15       7.668473368450e-16 
  493       3.155496421139e-10       1.212218449896e-12      -8.537364476873e-12       8.044147231288e-15       8.174245293354e-14       2.135178839657e-15       7.524092175802e-16 
  494       3.167116229609e-10       1.194968260528e-12      -8.433735880119e-12       8.071732500089e-15       8.116166017481e-14       2.081407247563e-15       7.379995184614e-16 
  495       3.178543793086e-10       1.178110703026e-12      -8.326859217704e-12       8.099310998526e-15       8.058605695304e-14       2.029563077260e-15       7.236194317754e-16 
  496       3.189771457697e-10       1.161659777994e-12      -8.216808040755e-12       8.126878333935e-15       8.001556511273e-14       1.979595362435e-15       7.092701518455e-16 
