# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1180       1.483495998026e-10       1.950257495784e-12      -8.747360749484e-13       1.292173439367e-14       3.140389922114e-15       9.600905437955e-18      -1.597476499991e-17 
 1181       1.478550754253e-10       1.964732887015e-12      -7.950117021518e-13       1.291560386750e-14       3.129852248280e-15       1.327434240363e-17      -1.738779029989e-17 
 1182       1.473546967863e-10       1.979649817160e-12      -7.169814115900e-13       1.290932552205e-14       3.119357997772e-15       1.694836644714e-17      -1.879445363073e-17 
 1183       1.468486427918e-10       1.994998907171e-12      -6.406680323135e-13       1.290290075792e-14       3.108906985742e-15       2.062250277427e-17      -2.019462274538e-17 
 1184       1.463370936710e-10       2.010770703931e-12      -5.660944994501e-13       1.289633098785e-14       3.098499024170e-15       2.429627357789e-17      -2.158816474739e-17 
 1185       1.458202309782e-10       2.026955680086e-12      -4.932838543934e-13       1.288961763670e-14       3.088133921853e-15       2.796919803178e-17      -2.297494608978e-17 
 1186       1.452982375965e-10       2.043544233883e-12      -4.222592449910e-13       1.288276214153e-14       3.077811484398e-15       3.164079228447e-17      -2.435483257388e-17 
 1187       1.447712977400e-10       2.060526689009e-12      -3.530439257329e-13       1.287576595161e-14       3.067531514212e-15       3.531056945314e-17      -2.572768934813e-17 
 1188       1.442395969570e-10       2.077893294419e-12      -2.856612579397e-13       1.286863052844e-14       3.057293810495e-15       3.897803961739e-17      -2.709338090693e-17 
 1189       1.437033221328e-10       2.095634224184e-12      -2.201347099512e-13       1.286135734576e-14       3.047098169231e-15       4.264270981317e-17      -2.845177108945e-17 
 1190       1.431626614924e-10       2.113739577317e-12      -1.564878573143e-13       1.285394788963e-14       3.036944383180e-15       4.630408402662e-17      -2.980272307848e-17 
 1191       1.426178046038e-10       2.132199377616e-12      -9.474438297180e-14       1.284640365839e-14       3.026832241870e-15       4.996166318786e-17      -3.114609939926e-17 
 1192       1.420689423801e-10       2.151003573496e-12      -3.492807745020e-14       1.283872616275e-14       3.016761531586e-15       5.361494516493e-17      -3.248176191828e-17 
 1193       1.415162670831e-10       2.170142037830e-12       2.293716095150e-14       1.283091692576e-14       3.006732035366e-15       5.726342475758e-17      -3.380957184215e-17 
 1194       1.409599723258e-10       2.189604567780e-12       7.882732597377e-14       1.282297748287e-14       2.996743532988e-15       6.090659369114e-17      -3.512938971640e-17 
 1195       1.404002530752e-10       2.209380884637e-12       1.327183032081e-13       1.281490938198e-14       2.986795800966e-15       6.454394061038e-17      -3.644107542432e-17 
 1196       1.398373056555e-10       2.229460633656e-12       1.845858699087e-13       1.280671418340e-14       2.976888612538e-15       6.817495107336e-17      -3.774448818580e-17 
 1197       1.392713277505e-10       2.249833383894e-12       2.344056948043e-13       1.279839345994e-14       2.967021737660e-15       7.179910754529e-17      -3.903948655613e-17 
 1198       1.387025184067e-10       2.270488628042e-12       2.821533379096e-13       1.278994879689e-14       2.957194942996e-15       7.541588939234e-17      -4.032592842488e-17 
 1199       1.381310780363e-10       2.291415782268e-12       3.278042503371e-13       1.278138179208e-14       2.947407991912e-15       7.902477287554e-17      -4.160367101466e-17 
 1200       1.375572084198e-10       2.312604186046e-12       3.713337741087e-13       1.277269405591e-14       2.937660644463e-15       8.262523114464e-17      -4.287257088001e-17 
 1201       1.369811127089e-10       2.334043101999e-12       4.127171419676e-13       1.276388721133e-14       2.927952657391e-15       8.621673423189e-17      -4.413248390621e-17 
 1202       1.364029954295e-10       2.355721715730e-12       4.519294771896e-13       1.275496289394e-14       2.918283784110e-15       8.979874904599e-17      -4.538326530810e-17 
 1203       1.358230624844e-10       2.377629135662e-12       4.889457933950e-13       1.274592275193e-14       2.908653774703e-15       9.337073936585e-17      -4.662476962892e-17 
 1204       1.352415211563e-10       2.399754392873e-12       5.237409943605e-13       1.273676844619e-14       2.899062375911e-15       9.693216583452e-17      -4.785685073914e-17 
 1205       1.346585801106e-10       2.422086440930e-12       5.562898738302e-13       1.272750165028e-14       2.889509331125e-15       1.004824859530e-16      -4.907936183527e-17 
 1206       1.340744493980e-10       2.444614155732e-12       5.865671153282e-13       1.271812405049e-14       2.879994380377e-15       1.040211540741e-16      -5.029215543872e-17 
 1207       1.334893307605e-10       2.467326554725e-12       6.145534782095e-13       1.270863745156e-14       2.870517285306e-15       1.075479126596e-16      -5.149508052724e-17 
 1208       1.329033884125e-10       2.490213457813e-12       6.402544381977e-13       1.269904409536e-14       2.861077904401e-15       1.110636699258e-16      -5.268797389358e-17 
 1209       1.323167779113e-10       2.513264834132e-12       6.636817722133e-13       1.268934634611e-14       2.851676118651e-15       1.145696328139e-16      -5.387066867983e-17 
 1210       1.317296558244e-10       2.536470583238e-12       6.848473929304e-13       1.267954658510e-14       2.842311806648e-15       1.180670167091e-16      -5.504299723396e-17 
 1211       1.311421797316e-10       2.559820534965e-12       7.037633490974e-13       1.266964721066e-14       2.832984844585e-15       1.215570454580e-16      -5.620479110835e-17 
 1212       1.305545082268e-10       2.583304449279e-12       7.204418258581e-13       1.265965063827e-14       2.823695106243e-15       1.250409513870e-16      -5.735588105843e-17 
 1213       1.299668009207e-10       2.606912016132e-12       7.348951450719e-13       1.264955930054e-14       2.814442462992e-15       1.285199753191e-16      -5.849609704123e-17 
 1214       1.293792184419e-10       2.630632855316e-12       7.471357656352e-13       1.263937564726e-14       2.805226783777e-15       1.319953665928e-16      -5.962526821402e-17 
 1215       1.287919224400e-10       2.654456516318e-12       7.571762838021e-13       1.262910214545e-14       2.796047935118e-15       1.354683830794e-16      -6.074322293287e-17 
 1216       1.282050755867e-10       2.678372478174e-12       7.650294335049e-13       1.261874127939e-14       2.786905781101e-15       1.389402912006e-16      -6.184978875127e-17 
 1217       1.276188415787e-10       2.702370149324e-12       7.707080866751e-13       1.260829555062e-14       2.777800183372e-15       1.424123659471e-16      -6.294479241870e-17 
 1218       1.270333851392e-10       2.726438867465e-12       7.742252535646e-13       1.259776747804e-14       2.768731001128e-15       1.458858908955e-16      -6.402805987923e-17 
 1219       1.264488720200e-10       2.750567899408e-12       7.755940830657e-13       1.258715959790e-14       2.759698091117e-15       1.493621582269e-16      -6.509941627012e-17 
 1220       1.258654690039e-10       2.774746440929e-12       7.748278630328e-13       1.257647446384e-14       2.750701307626e-15       1.528424687440e-16      -6.615868592041e-17 
 1221       1.252833439065e-10       2.798963616626e-12       7.719400206023e-13       1.256571464694e-14       2.741740502478e-15       1.563281318897e-16      -6.720569234952e-17 
 1222       1.247026655782e-10       2.823208479772e-12       7.669441225144e-13       1.255488273574e-14       2.732815525021e-15       1.598204657643e-16      -6.824025826582e-17 
 1223       1.241236039064e-10       2.847470012170e-12       7.598538754330e-13       1.254398133630e-14       2.723926222128e-15       1.633207971436e-16      -6.926220556527e-17 
 1224       1.235463298177e-10       2.871737124009e-12       7.506831262672e-13       1.253301307221e-14       2.715072438188e-15       1.668304614967e-16      -7.027135532995e-17 
 1225       1.229710152796e-10       2.895998653714e-12       7.394458624917e-13       1.252198058463e-14       2.706254015097e-15       1.703508030038e-16      -7.126752782672e-17 
 1226       1.223978333028e-10       2.920243367804e-12       7.261562124677e-13       1.251088653234e-14       2.697470792255e-15       1.738831745741e-16      -7.225054250577e-17 
 1227       1.218269579431e-10       2.944459960747e-12       7.108284457640e-13       1.249973359176e-14       2.688722606559e-15       1.774289378633e-16      -7.322021799921e-17 
 1228       1.212585643037e-10       2.968637054810e-12       6.934769734774e-13       1.248852445699e-14       2.680009292396e-15       1.809894632921e-16      -7.417637211971e-17 
 1229       1.206928285371e-10       2.992763199919e-12       6.741163485536e-13       1.247726183986e-14       2.671330681638e-15       1.845661300632e-16      -7.511882185903e-17 
 1230       1.201299278471e-10       3.016826873509e-12       6.527612661083e-13       1.246594846995e-14       2.662686603632e-15       1.881603261797e-16      -7.604738338668e-17 
 1231       1.195700404910e-10       3.040816480380e-12       6.294265637477e-13       1.245458709461e-14       2.654076885200e-15       1.917734484627e-16      -7.696187204846e-17 
 1232       1.190133457815e-10       3.064720352553e-12       6.041272218895e-13       1.244318047904e-14       2.645501350625e-15       1.954069025692e-16      -7.786210236507e-17 
 1233       1.184600240890e-10       3.088526749120e-12       5.768783640837e-13       1.243173140628e-14       2.636959821653e-15       1.990621030098e-16      -7.874788803072e-17 
 1234       1.179102568435e-10       3.112223856104e-12       5.476952573331e-13       1.242024267729e-14       2.628452117480e-15       2.027404731669e-16      -7.961904191171e-17 
 1235       1.173642265365e-10       3.135799786309e-12       5.165933124147e-13       1.240871711092e-14       2.619978054747e-15       2.064434453118e-16      -8.047537604502e-17 
 1236       1.168221167234e-10       3.159242579177e-12       4.835880842000e-13       1.239715754403e-14       2.611537447537e-15       2.101724606233e-16      -8.131670163690e-17 
 1237       1.162841120252e-10       3.182540200639e-12       4.486952719759e-13       1.238556683146e-14       2.603130107365e-15       2.139289692052e-16      -8.214282906150e-17 
 1238       1.157503981311e-10       3.205680542976e-12       4.119307197660e-13       1.237394784610e-14       2.594755843174e-15       2.177144301038e-16      -8.295356785941e-17 
 1239       1.152211617998e-10       3.228651424664e-12       3.733104166506e-13       1.236230347889e-14       2.586414461327e-15       2.215303113263e-16      -8.374872673628e-17 
 1240       1.146965908623e-10       3.251440590238e-12       3.328504970882e-13       1.235063663891e-14       2.578105765602e-15       2.253780898583e-16      -8.452811356143e-17 
 1241       1.141768742234e-10       3.274035710139e-12       2.905672412359e-13       1.233895025336e-14       2.569829557185e-15       2.292592516818e-16      -8.529153536642e-17 
 1242       1.136622018640e-10       3.296424380573e-12       2.464770752705e-13       1.232724726763e-14       2.561585634664e-15       2.331752917925e-16      -8.603879834364e-17 
 1243       1.131527648433e-10       3.318594123362e-12       2.005965717091e-13       1.231553064534e-14       2.553373794020e-15       2.371277142185e-16      -8.676970784493e-17 
 1244       1.126487553006e-10       3.340532385803e-12       1.529424497301e-13       1.230380336833e-14       2.545193828628e-15       2.411180320374e-16      -8.748406838014e-17 
 1245       1.121503664574e-10       3.362226540515e-12       1.035315754937e-13       1.229206843675e-14       2.537045529241e-15       2.451477673945e-16      -8.818168361575e-17 
 1246       1.116577699509e-10       3.383665066884e-12       5.238370485680e-14       1.228032869491e-14       2.528928703672e-15       2.492177317675e-16      -8.886239947117e-17 
 1247       1.111710475386e-10       3.404841110827e-12      -4.702539102589e-16       1.226858630651e-14       2.520843236078e-15       2.533258574835e-16      -8.952623396383e-17 
 1248       1.106902585966e-10       3.425748966500e-12      -5.499640526151e-14       1.225684327336e-14       2.512789028356e-15       2.574693407961e-16      -9.017324888470e-17 
 1249       1.102154627155e-10       3.446382898448e-12      -1.111605994433e-13       1.224510160894e-14       2.504765980520e-15       2.616453592927e-16      -9.080350684066e-17 
 1250       1.097467197013e-10       3.466737141553e-12      -1.689284319614e-13       1.223336333846e-14       2.496773990698e-15       2.658510718568e-16      -9.141707125641e-17 
 1251       1.092840895751e-10       3.486805900976e-12      -2.282652430488e-13       1.222163049889e-14       2.488812955126e-15       2.700836186303e-16      -9.201400637646e-17 
 1252       1.088276325738e-10       3.506583352109e-12      -2.891361171328e-13       1.220990513896e-14       2.480882768143e-15       2.743401209752e-16      -9.259437726696e-17 
 1253       1.083774091504e-10       3.526063640514e-12      -3.515058823025e-13       1.219818931917e-14       2.472983322188e-15       2.786176814367e-16      -9.315824981770e-17 
 1254       1.079334799741e-10       3.545240881872e-12      -4.153391097761e-13       1.218648511186e-14       2.465114507791e-15       2.829133837048e-16      -9.370569074399e-17 
 1255       1.074959059307e-10       3.564109161928e-12      -4.806001133684e-13       1.217479460118e-14       2.457276213574e-15       2.872242925768e-16      -9.423676758859e-17 
 1256       1.070647481231e-10       3.582662536436e-12      -5.472529489581e-13       1.216311988316e-14       2.449468326241e-15       2.915474539192e-16      -9.475154872366e-17 
 1257       1.066400678712e-10       3.600895031108e-12      -6.152614139553e-13       1.215146306569e-14       2.441690730576e-15       2.958798946306e-16      -9.525010335261e-17 
 1258       1.062219267126e-10       3.618800641554e-12      -6.845890467687e-13       1.213982626857e-14       2.433943309438e-15       3.002186226032e-16      -9.573250151213e-17 
 1259       1.058103864027e-10       3.636373333232e-12      -7.551991262732e-13       1.212821162351e-14       2.426225943755e-15       3.045606266856e-16      -9.619881407399e-17 
 1260       1.054055089151e-10       3.653607041393e-12      -8.270546712771e-13       1.211662127419e-14       2.418538512521e-15       3.089028766446e-16      -9.664911274708e-17 
 1261       1.050073564418e-10       3.670495671023e-12      -9.001184399895e-13       1.210505737622e-14       2.410880892790e-15       3.132423231279e-16      -9.708347007923e-17 
 1262       1.046159913937e-10       3.687033096796e-12      -9.743529294880e-13       1.209352209723e-14       2.403252959669e-15       3.175758976257e-16      -9.750195945922e-17 
 1263       1.042314764006e-10       3.703213163011e-12      -1.049720375186e-12       1.208201761685e-14       2.395654586318e-15       3.219005124338e-16      -9.790465511862e-17 
 1264       1.038538743118e-10       3.719029683544e-12      -1.126182750298e-12       1.207054612674e-14       2.388085643942e-15       3.262130606148e-16      -9.829163213378e-17 
 1265       1.034832481964e-10       3.734476441791e-12      -1.203701765313e-12       1.205910983062e-14       2.380546001788e-15       3.305104159613e-16      -9.866296642772e-17 
 1266       1.031196613433e-10       3.749547190616e-12      -1.282238867454e-12       1.204771094428e-14       2.373035527138e-15       3.347894329576e-16      -9.901873477206e-17 
 1267       1.027631772618e-10       3.764235652291e-12      -1.361755240150e-12       1.203635169563e-14       2.365554085304e-15       3.390469467421e-16      -9.935901478892e-17 
 1268       1.024138596820e-10       3.778535518448e-12      -1.442211802503e-12       1.202503432467e-14       2.358101539626e-15       3.432797730692e-16      -9.968388495289e-17 
 1269       1.020717725547e-10       3.792440450023e-12      -1.523569208757e-12       1.201376108358e-14       2.350677751467e-15       3.474847082722e-16      -9.999342459290e-17 
 1270       1.017369800520e-10       3.805944077198e-12      -1.605787847759e-12       1.200253423667e-14       2.343282580205e-15       3.516585292250e-16      -1.002877138942e-16 
 1271       1.014095465676e-10       3.819039999351e-12      -1.688827842434e-12       1.199135606046e-14       2.335915883229e-15       3.557979933045e-16      -1.005668339002e-16 
 1272       1.010895367170e-10       3.831721785000e-12      -1.772649049249e-12       1.198022884369e-14       2.328577515939e-15       3.598998383529e-16      -1.008308665144e-16 
 1273       1.007770153380e-10       3.843982971749e-12      -1.857211057679e-12       1.196915488730e-14       2.321267331734e-15       3.639607826397e-16      -1.010798945025e-16 
 1274       1.004720474907e-10       3.855817066232e-12      -1.942473189676e-12       1.195813650451e-14       2.313985182013e-15       3.679775248243e-16      -1.013140014941e-16 
 1275       1.001746984580e-10       3.867217544061e-12      -2.028394499137e-12       1.194717602081e-14       2.306730916165e-15       3.719467439179e-16      -1.015332719846e-16 
 1276       9.988503374601e-11       3.878177849770e-12      -2.114933771372e-12       1.193627577400e-14       2.299504381571e-15       3.758650992460e-16      -1.017377913374e-16 
 1277       9.960311908419e-11       3.888691396763e-12      -2.202049522567e-12       1.192543811417e-14       2.292305423592e-15       3.797292304104e-16      -1.019276457855e-16 
 1278       9.932902042567e-11       3.898751567255e-12      -2.289699999256e-12       1.191466540379e-14       2.285133885569e-15       3.835357572516e-16      -1.021029224336e-16 
 1279       9.906280394762e-11       3.908351712222e-12      -2.377843177788e-12       1.190396001766e-14       2.277989608816e-15       3.872812798110e-16      -1.022637092601e-16 
 1280       9.880453605153e-11       3.917485151347e-12      -2.466436763790e-12       1.189332434301e-14       2.270872432616e-15       3.909623782931e-16      -1.024100951186e-16 
 1281       9.855428336353e-11       3.926145172960e-12      -2.555438191642e-12       1.188276077943e-14       2.263782194216e-15       3.945756130278e-16      -1.025421697404e-16 
 1282       9.831211273466e-11       3.934325033991e-12      -2.644804623936e-12       1.187227173899e-14       2.256718728824e-15       3.981175244324e-16      -1.026600237362e-16 
 1283       9.807809124125e-11       3.942017959910e-12      -2.734492950950e-12       1.186185964619e-14       2.249681869598e-15       4.015846329742e-16      -1.027637485978e-16 
 1284       9.785228618515e-11       3.949217144675e-12      -2.824459790110e-12       1.185152693799e-14       2.242671447651e-15       4.049734391327e-16      -1.028534367001e-16 
 1285       9.763474447931e-11       3.955917121046e-12      -2.914663235440e-12       1.184127574285e-14       2.235687307619e-15       4.082813201388e-16      -1.029291849912e-16 
 1286       9.742543054704e-11       3.962117888684e-12      -3.005068128747e-12       1.183110691364e-14       2.228729354605e-15       4.115092314362e-16      -1.029911061024e-16 
 1287       9.722428771678e-11       3.967820832912e-12      -3.095640847347e-12       1.182102098374e-14       2.221797507764e-15       4.146590358807e-16      -1.030393173681e-16 
 1288       9.703125877162e-11       3.973027358651e-12      -3.186347559121e-12       1.181101848706e-14       2.214891684763e-15       4.177326097786e-16      -1.030739371520e-16 
 1289       9.684628594813e-11       3.977738890465e-12      -3.277154222113e-12       1.180109995807e-14       2.208011801783e-15       4.207318429141e-16      -1.030950848487e-16 
 1290       9.666931093513e-11       3.981956872606e-12      -3.368026584125e-12       1.179126593176e-14       2.201157773508e-15       4.236586385766e-16      -1.031028808862e-16 
 1291       9.650027487251e-11       3.985682769061e-12      -3.458930182304e-12       1.178151694367e-14       2.194329513126e-15       4.265149135880e-16      -1.030974467283e-16 
 1292       9.633911835007e-11       3.988918063595e-12      -3.549830342748e-12       1.177185352987e-14       2.187526932327e-15       4.293025983302e-16      -1.030789048763e-16 
 1293       9.618578140631e-11       3.991664259800e-12      -3.640692180090e-12       1.176227622696e-14       2.180749941293e-15       4.320236367721e-16      -1.030473788717e-16 
 1294       9.604020352722e-11       3.993922881133e-12      -3.731480597098e-12       1.175278557209e-14       2.173998448699e-15       4.346799864976e-16      -1.030029932979e-16 
 1295       9.590232364514e-11       3.995695470970e-12      -3.822160284269e-12       1.174338210291e-14       2.167272361711e-15       4.372736187322e-16      -1.029458737829e-16 
 1296       9.577208013753e-11       3.996983592643e-12      -3.912695719422e-12       1.173406635764e-14       2.160571585977e-15       4.398065183710e-16      -1.028761470011e-16 
 1297       9.564941082581e-11       3.997788829492e-12      -4.003051167293e-12       1.172483887501e-14       2.153896025625e-15       4.422806840057e-16      -1.027939406755e-16 
 1298       9.553425297415e-11       3.998112784904e-12      -4.093190679130e-12       1.171570019427e-14       2.147245583264e-15       4.446981279520e-16      -1.026993835803e-16 
 1299       9.542654328828e-11       3.997957082364e-12      -4.183078092288e-12       1.170665085521e-14       2.140620159974e-15       4.470608762771e-16      -1.025926055424e-16 
 1300       9.532621791431e-11       3.997323365494e-12      -4.272677029820e-12       1.169769139815e-14       2.134019655306e-15       4.493709688269e-16      -1.024737374444e-16 
 1301       9.523321243757e-11       3.996213298106e-12      -4.361950900077e-12       1.168882236393e-14       2.127443967276e-15       4.516304592534e-16      -1.023429112261e-16 
 1302       9.514746188135e-11       3.994628564238e-12      -4.450862896298e-12       1.168004429390e-14       2.120892992364e-15       4.538414150421e-16      -1.022002598872e-16 
 1303       9.506890070578e-11       3.992570868207e-12      -4.539375996205e-12       1.167135772997e-14       2.114366625508e-15       4.560059175393e-16      -1.020459174889e-16 
 1304       9.499746280662e-11       3.990041934650e-12      -4.627452961600e-12       1.166276321453e-14       2.107864760102e-15       4.581260619795e-16      -1.018800191568e-16 
 1305       9.493308151403e-11       3.987043508569e-12      -4.715056337958e-12       1.165426129051e-14       2.101387287993e-15       4.602039575128e-16      -1.017027010826e-16 
 1306       9.487568959145e-11       3.983577355379e-12      -4.802148454020e-12       1.164585250137e-14       2.094934099472e-15       4.622417272322e-16      -1.015141005265e-16 
 1307       9.482521923437e-11       3.979645260950e-12      -4.888691421390e-12       1.163753739106e-14       2.088505083278e-15       4.642415082009e-16      -1.013143558191e-16 
 1308       9.478160206915e-11       3.975249031655e-12      -4.974647134127e-12       1.162931650408e-14       2.082100126588e-15       4.662054514797e-16      -1.011036063640e-16 
 1309       9.474476915181e-11       3.970390494412e-12      -5.059977268342e-12       1.162119038542e-14       2.075719115018e-15       4.681357221544e-16      -1.008819926398e-16 
 1310       9.471465096689e-11       3.965071496733e-12      -5.144643281792e-12       1.161315958060e-14       2.069361932617e-15       4.700344993631e-16      -1.006496562022e-16 
 1311       9.469117742621e-11       3.959293906765e-12      -5.228606413470e-12       1.160522463564e-14       2.063028461861e-15       4.719039763238e-16      -1.004067396864e-16 
 1312       9.467427786772e-11       3.953059613339e-12      -5.311827683208e-12       1.159738609709e-14       2.056718583655e-15       4.737463603611e-16      -1.001533868091e-16 
 1313       9.466388105429e-11       3.946370526011e-12      -5.394267891262e-12       1.158964451199e-14       2.050432177326e-15       4.755638729344e-16      -9.988974237060e-17 
 1314       9.465991517252e-11       3.939228575113e-12      -5.475887617915e-12       1.158200042792e-14       2.044169120616e-15       4.773587496648e-16      -9.961595225741e-17 
 1315       9.466230783155e-11       3.931635711792e-12      -5.556647223064e-12       1.157445439293e-14       2.037929289687e-15       4.791332403622e-16      -9.933216344403e-17 
 1316       9.467098606190e-11       3.923593908058e-12      -5.636506845821e-12       1.156700695561e-14       2.031712559108e-15       4.808896090534e-16      -9.903852399532e-17 
 1317       9.468587631424e-11       3.915105156830e-12      -5.715426404103e-12       1.155965866504e-14       2.025518801858e-15       4.826301340088e-16      -9.873518306867e-17 
 1318       9.470690445823e-11       3.906171471979e-12      -5.793365594228e-12       1.155241007082e-14       2.019347889319e-15       4.843571077699e-16      -9.842229091614e-17 
 1319       9.473399578132e-11       3.896794888376e-12      -5.870283890508e-12       1.154526172304e-14       2.013199691273e-15       4.860728371770e-16      -9.809999888673e-17 
 1320       9.476707498755e-11       3.886977461934e-12      -5.946140544848e-12       1.153821417229e-14       2.007074075899e-15       4.877796433960e-16      -9.776845942850e-17 
 1321       9.480606619640e-11       3.876721269656e-12      -6.020894586336e-12       1.153126796967e-14       2.000970909768e-15       4.894798619464e-16      -9.742782609080e-17 
 1322       9.485089294156e-11       3.866028409676e-12      -6.094504820836e-12       1.152442366680e-14       1.994890057841e-15       4.911758427279e-16      -9.707825352643e-17 
 1323       9.490147816974e-11       3.854901001311e-12      -6.166929830590e-12       1.151768181576e-14       1.988831383464e-15       4.928699500485e-16      -9.671989749387e-17 
 1324       9.495773690040e-11       3.843341957493e-12      -6.238132569954e-12       1.151104270468e-14       1.982794760752e-15       4.945640208845e-16      -9.635290345375e-17 
 1325       9.501955411845e-11       3.831357311337e-12      -6.308094208989e-12       1.150450556110e-14       1.976780111891e-15       4.962577330603e-16      -9.597737221612e-17 
 1326       9.508680663502e-11       3.818953915360e-12      -6.376800441950e-12       1.149806933976e-14       1.970787370242e-15       4.979502191025e-16      -9.559339391819e-17 
 1327       9.515937040274e-11       3.806138671512e-12      -6.444236904905e-12       1.149173298629e-14       1.964816467985e-15       4.996406063621e-16      -9.520105939700e-17 
 1328       9.523712051407e-11       3.792918531280e-12      -6.510389175655e-12       1.148549543720e-14       1.958867336119e-15       5.013280170047e-16      -9.480046019081e-17 
 1329       9.531993119959e-11       3.779300495781e-12      -6.575242773636e-12       1.147935561982e-14       1.952939904458e-15       5.030115680012e-16      -9.439168854054e-17 
 1330       9.540767582631e-11       3.765291615862e-12      -6.638783159827e-12       1.147331245232e-14       1.947034101630e-15       5.046903711174e-16      -9.397483739116e-17 
 1331       9.550022689598e-11       3.750898992198e-12      -6.700995736667e-12       1.146736484366e-14       1.941149855070e-15       5.063635329051e-16      -9.355000039309e-17 
 1332       9.559745604342e-11       3.736129775389e-12      -6.761865847953e-12       1.146151169360e-14       1.935287091023e-15       5.080301546918e-16      -9.311727190363e-17 
 1333       9.569923403479e-11       3.720991166060e-12      -6.821378778757e-12       1.145575189265e-14       1.929445734536e-15       5.096893325713e-16      -9.267674698839e-17 
 1334       9.580543076593e-11       3.705490414956e-12      -6.879519755331e-12       1.145008432209e-14       1.923625709458e-15       5.113401573938e-16      -9.222852142263e-17 
 1335       9.591591526066e-11       3.689634823043e-12      -6.936273945018e-12       1.144450785390e-14       1.917826938436e-15       5.129817147563e-16      -9.177269169275e-17 
 1336       9.603055566910e-11       3.673431741605e-12      -6.991626456158e-12       1.143902135078e-14       1.912049342914e-15       5.146130849931e-16      -9.130935499763e-17 
 1337       9.614921926594e-11       3.656888572339e-12      -7.045562338000e-12       1.143362366613e-14       1.906292843125e-15       5.162333431657e-16      -9.083860925011e-17 
 1338       9.627177244880e-11       3.640012767459e-12      -7.098066580609e-12       1.142831364400e-14       1.900557358097e-15       5.178415590533e-16      -9.036055307834e-17 
 1339       9.639808073652e-11       3.622811829790e-12      -7.149124114775e-12       1.142309011910e-14       1.894842805642e-15       5.194367971433e-16      -8.987528582720e-17 
 1340       9.652800876744e-11       3.605293312864e-12      -7.198719811923e-12       1.141795191678e-14       1.889149102357e-15       5.210181166212e-16      -8.938290755975e-17 
 1341       9.666142029775e-11       3.587464821023e-12      -7.246838484020e-12       1.141289785298e-14       1.883476163620e-15       5.225845713611e-16      -8.888351905860e-17 
 1342       9.679817819979e-11       3.569334009515e-12      -7.293464883485e-12       1.140792673425e-14       1.877823903588e-15       5.241352099161e-16      -8.837722182732e-17 
 1343       9.693814446035e-11       3.550908584591e-12      -7.338583703099e-12       1.140303735771e-14       1.872192235194e-15       5.256690755083e-16      -8.786411809188e-17 
 1344       9.708118017896e-11       3.532196303602e-12      -7.382179575911e-12       1.139822851103e-14       1.866581070145e-15       5.271852060196e-16      -8.734431080203e-17 
 1345       9.722714556626e-11       3.513204975101e-12      -7.424237075149e-12       1.139349897242e-14       1.860990318915e-15       5.286826339815e-16      -8.681790363272e-17 
 1346       9.737589994223e-11       3.493942458937e-12      -7.464740714128e-12       1.138884751060e-14       1.855419890749e-15       5.301603865654e-16      -8.628500098552e-17 
 1347       9.752730173457e-11       3.474416666356e-12      -7.503674946161e-12       1.138427288480e-14       1.849869693654e-15       5.316174855734e-16      -8.574570799000e-17 
 1348       9.768120847697e-11       3.454635560096e-12      -7.541024164463e-12       1.137977384469e-14       1.844339634399e-15       5.330529474282e-16      -8.520013050519e-17 
 1349       9.783747680740e-11       3.434607154487e-12      -7.576772702065e-12       1.137534913045e-14       1.838829618514e-15       5.344657831633e-16      -8.464837512093e-17 
 1350       9.799596246650e-11       3.414339515550e-12      -7.610904831719e-12       1.137099747267e-14       1.833339550282e-15       5.358549984137e-16      -8.409054915934e-17 
 1351       9.815652029578e-11       3.393840761092e-12      -7.643404765811e-12       1.136671759234e-14       1.827869332741e-15       5.372195934058e-16      -8.352676067616e-17 
 1352       9.831900423603e-11       3.373119060806e-12      -7.674256656266e-12       1.136250820090e-14       1.822418867679e-15       5.385585629480e-16      -8.295711846224e-17 
 1353       9.848326732556e-11       3.352182636368e-12      -7.703444594458e-12       1.135836800012e-14       1.816988055632e-15       5.398708964209e-16      -8.238173204488e-17 
 1354       9.864916169853e-11       3.331039761536e-12      -7.730952611120e-12       1.135429568216e-14       1.811576795880e-15       5.411555777674e-16      -8.180071168928e-17 
 1355       9.881653858327e-11       3.309698762249e-12      -7.756764676250e-12       1.135028992953e-14       1.806184986444e-15       5.424115854833e-16      -8.121416839994e-17 
 1356       9.898524830059e-11       3.288168016720e-12      -7.780864699025e-12       1.134634941503e-14       1.800812524087e-15       5.436378926074e-16      -8.062221392206e-17 
 1357       9.915514026206e-11       3.266455955541e-12      -7.803236527704e-12       1.134247280180e-14       1.795459304305e-15       5.448334667120e-16      -8.002496074297e-17 
